,00097399,Cosmético,13/08/2018,-,verdadero,variable,value
27535,30012,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27536,30021,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27537,30026,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27538,30027,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27539,30030,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27540,30032,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27541,30034,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27542,30036,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27543,30038,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27544,30040,Cosmético,02/07/2018,02/07/2018,verdadero,falso.12,falso
27545,30046,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27546,30052,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27547,30054,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27548,30057,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27549,30061,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27550,30062,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27551,30064,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27552,30073,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27553,30075,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27554,30076,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27555,30079,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27556,30080,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27557,30081,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27558,30087,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27559,30088,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27560,30094,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27561,30095,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27562,30121,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27563,30127,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27564,30137,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27565,30144,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27566,30149,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27567,30150,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27568,30155,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27569,30157,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27570,30160,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27571,30161,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27572,30162,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27573,30164,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27574,30165,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27575,30166,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27576,30167,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27577,30170,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27578,30172,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27579,30175,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27580,30177,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27581,30178,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27582,30179,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27583,30181,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27584,30182,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27585,30226,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27586,30227,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27587,30187,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27588,30189,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27589,30190,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27590,30191,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27591,30201,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27592,30202,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27593,30207,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27594,30208,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27595,30209,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27596,30215,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27597,30219,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27598,30220,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27599,30221,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27600,30222,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27601,30223,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27602,30230,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27603,30231,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27604,30232,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27605,30235,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27606,30236,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27607,30237,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27608,30238,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27609,30239,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27610,30240,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27611,30243,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27612,30244,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27613,30245,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27614,30246,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27615,30247,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27616,30248,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27617,30249,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27618,30250,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27619,30251,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27620,30254,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27621,30259,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27622,30261,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27623,30263,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27624,30267,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27625,30275,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27626,30276,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27627,30278,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27628,30282,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27629,30286,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27630,30287,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27631,30288,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27632,30290,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27633,30293,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27634,30295,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27635,30296,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27636,30297,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27637,30300,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27638,30302,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27639,30303,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27640,30304,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27641,30305,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27642,30306,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27643,30311,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27644,30312,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27645,30314,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27646,30315,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27647,30316,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27648,30317,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27649,30320,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27650,30321,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27651,30322,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27652,30327,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27653,30328,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27654,30329,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27655,30330,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27656,30331,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27657,30335,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27658,30337,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27659,30338,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27660,30339,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27661,30343,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27662,30347,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27663,30350,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27664,30356,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27665,30357,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27666,30359,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27667,30361,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27668,30370,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27669,30371,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27670,30372,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27671,30374,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27672,30375,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27673,30376,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27674,30385,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27675,30386,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27676,30388,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27677,30380,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27678,30381,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27679,30391,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27680,30392,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27681,30393,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27682,30395,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27683,30401,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27684,30403,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27685,30404,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27686,30406,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27687,30423,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27688,30429,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27689,30431,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27690,30434,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27691,30436,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27692,30444,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27693,30445,Medicinal,02/07/2018,02/07/2018,verdadero,falso.12,falso
27694,30446,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27695,30449,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27696,30450,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27697,30457,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27698,30459,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27699,30460,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27700,30462,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27701,30463,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27702,30466,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27703,30467,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27704,30468,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27705,30470,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27706,30471,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27707,30472,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27708,30473,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27709,30476,Medicinal,02/07/2018,04/07/2018,verdadero,falso.12,falso
27710,30477,Cosmético,02/07/2018,04/07/2018,verdadero,falso.12,falso
27711,30482,Medicinal,02/07/2018,-,verdadero,falso.12,falso
27712,30490,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27713,30491,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27714,30493,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27715,30494,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27716,30495,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27717,30498,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27718,30499,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27719,30500,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27720,30501,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27721,30503,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27722,30506,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27723,30508,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27724,30509,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27725,30510,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27726,30511,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27727,30512,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27728,30513,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27729,30514,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27730,30515,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27731,30517,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27732,30518,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27733,30521,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27734,30522,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27735,30524,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27736,30525,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27737,30526,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27738,30528,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27739,30530,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27740,30532,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27741,30533,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27742,30534,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27743,30535,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27744,30538,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27745,30542,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27746,30543,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27747,30544,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27748,30545,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27749,30546,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27750,30547,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27751,30549,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27752,30550,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27753,30551,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27754,30553,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27755,30554,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27756,30555,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27757,30556,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27758,30557,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27759,30558,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27760,30560,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27761,30562,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27762,30563,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27763,30564,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27764,30568,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27765,30570,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27766,30572,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27767,30573,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27768,30574,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27769,30576,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27770,30578,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27771,30580,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27772,30583,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27773,30621,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27774,30590,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27775,30592,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27776,30593,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27777,30594,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27778,30595,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27779,30596,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27780,30600,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27781,30603,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27782,30606,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27783,30607,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27784,30609,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27785,30610,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27786,30612,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27787,30616,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27788,30618,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27789,30624,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27790,30625,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27791,30626,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27792,30629,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27793,30630,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27794,30632,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27795,30636,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27796,30637,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27797,30639,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27798,30640,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27799,30641,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27800,30642,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27801,30648,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27802,30649,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27803,30650,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27804,30651,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27805,30655,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27806,30660,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27807,30664,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27808,30667,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27809,30673,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27810,30677,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27811,30678,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27812,30680,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27813,30683,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27814,30685,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27815,30687,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27816,30689,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27817,30693,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27818,30694,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27819,30695,Medicinal,03/07/2018,03/07/2018,verdadero,falso.12,falso
27820,30697,Cosmético,03/07/2018,03/07/2018,verdadero,falso.12,falso
27821,30698,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27822,30708,Cosmético,03/07/2018,04/07/2018,verdadero,falso.12,falso
27823,30710,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27824,30711,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27825,30712,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27826,30715,Medicinal,03/07/2018,04/07/2018,verdadero,falso.12,falso
27827,30722,Cosmético,03/07/2018,04/07/2018,verdadero,falso.12,falso
