,00097399,Cosmético,13/08/2018,-,verdadero,variable,value
20402,75898,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20403,75899,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20404,75904,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20405,75906,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20406,75911,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20407,75914,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20408,75915,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20409,75916,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20410,75917,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20411,75918,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20412,75923,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20413,75931,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20414,75933,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20415,75934,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20416,75936,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20417,75938,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20418,75940,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20419,75941,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20420,75942,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20421,75948,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20422,75953,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20423,75958,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20424,75961,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20425,75962,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20426,75964,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20427,75965,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20428,75967,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20429,75968,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20430,75970,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20431,75971,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20432,75980,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20433,75982,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20434,75987,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20435,75990,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20436,75991,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20437,75992,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20438,75995,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20439,76005,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20440,76012,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20441,76017,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20442,76018,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20443,76019,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20444,76023,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20445,76025,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20446,76026,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20447,76028,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20448,76029,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20449,76031,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20450,76032,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20451,76034,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20452,76037,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20453,76041,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20454,76044,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20455,76048,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20456,76050,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20457,76052,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20458,76055,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20459,76056,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20460,76057,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20461,76059,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20462,76062,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20463,76063,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20464,76065,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20465,76067,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20466,76069,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20467,76071,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20468,76073,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20469,76074,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20470,76076,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20471,76080,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20472,76081,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20473,76082,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20474,76083,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20475,76084,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20476,76086,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20477,76087,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20478,76088,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20479,76093,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20480,76094,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20481,76096,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20482,76097,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20483,76099,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20484,76100,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20485,76101,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20486,76103,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20487,76104,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20488,76107,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20489,76109,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20490,76110,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20491,76111,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20492,76113,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20493,76114,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20494,76115,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20495,76118,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20496,76122,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20497,76124,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,verdadero
20498,76126,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20499,76132,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20500,76138,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20501,76139,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20502,76140,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20503,76145,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20504,76150,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20505,76154,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20506,76155,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20507,76156,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20508,76164,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20509,76165,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20510,76169,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20511,76171,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20512,76172,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20513,76176,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20514,76178,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20515,76180,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20516,76183,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20517,76198,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20518,76199,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20519,76203,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20520,76208,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20521,76214,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20522,76215,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20523,76218,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20524,76222,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20525,76224,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20526,76225,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20527,76227,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20528,76232,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20529,76235,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20530,76237,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20531,76239,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20532,76240,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20533,76241,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20534,76243,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20535,76244,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20536,76245,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20537,76246,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20538,76247,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20539,76248,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20540,76249,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20541,76250,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20542,76251,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20543,76252,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20544,76254,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20545,76256,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20546,76257,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20547,76258,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20548,76260,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20549,76261,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20550,76262,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20551,76264,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20552,76265,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20553,76268,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20554,76269,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20555,76279,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20556,76280,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20557,76281,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20558,76286,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20559,76287,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20560,76288,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20561,76289,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20562,76297,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20563,76298,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20564,76300,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20565,76304,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20566,76307,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20567,76313,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20568,76317,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20569,76322,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20570,76324,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20571,76325,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20572,76336,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20573,76337,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20574,76338,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20575,76339,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20576,76345,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20577,76352,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20578,76356,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20579,76357,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20580,76360,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20581,76363,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20582,76364,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20583,76365,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20584,76371,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20585,76374,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20586,76375,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20587,76377,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20588,76380,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20589,76383,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20590,76387,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20591,76391,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20592,76401,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20593,76407,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20594,76408,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20595,76409,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20596,76410,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20597,76414,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20598,76418,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20599,76423,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20600,76427,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20601,76433,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20602,76436,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20603,76439,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20604,76440,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20605,76452,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20606,76455,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20607,76469,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20608,76493,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20609,76497,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20610,76536,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20611,76549,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20612,76556,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20613,76569,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20614,76578,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20615,76581,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20616,76584,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20617,76612,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20618,76636,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20619,76638,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20620,76645,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20621,76656,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20622,76669,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20623,76674,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20624,76682,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20625,76689,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20626,76822,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20627,76922,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20628,77010,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,verdadero
20629,77137,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20630,77152,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20631,77168,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20632,77643,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20633,77650,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20634,77737,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20635,77748,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20636,77817,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20637,78177,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20638,78254,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,verdadero
20639,78259,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20640,78382,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20641,78551,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20642,79047,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20643,79170,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20644,79209,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20645,79234,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20646,79249,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20647,79363,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20648,79370,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20649,79581,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20650,79723,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20651,79804,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20652,79818,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20653,79862,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20654,79895,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20655,79907,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20656,79915,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20657,79987,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20658,80093,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20659,80117,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20660,80193,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20661,80289,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20662,80385,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20663,80422,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20664,80561,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20665,80589,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20666,80706,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20667,80714,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20668,80781,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20669,80795,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20670,81006,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20671,81011,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20672,81038,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20673,81078,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20674,81236,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20675,81470,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20676,83011,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20677,83912,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20678,84129,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20679,85329,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20680,85509,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20681,85736,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20682,86422,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20683,86476,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20684,86483,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20685,86484,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20686,86530,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20687,86789,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20688,86834,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20689,86835,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20690,86923,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20691,86936,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20692,86950,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20693,86967,-,03/07/2018,04/07/2018,verdadero,falso.8,falso
20694,86977,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20695,87023,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20696,87038,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20697,87053,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20698,87070,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20699,87077,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20700,87081,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20701,87089,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20702,87094,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20703,87096,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20704,87116,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20705,87117,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20706,87124,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20707,87358,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20708,87428,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20709,87429,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20710,87445,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20711,87466,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20712,87489,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20713,87505,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20714,87510,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20715,87513,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20716,87520,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20717,87524,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20718,87527,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20719,87541,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20720,87550,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20721,87563,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20722,87565,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20723,87566,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20724,87573,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20725,87578,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20726,87584,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20727,87585,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20728,87587,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20729,87590,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20730,87596,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20731,87597,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20732,87601,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20733,87606,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20734,87608,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20735,87618,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20736,87624,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20737,87626,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20738,87628,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20739,87633,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20740,87634,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20741,87635,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20742,87636,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20743,87639,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20744,87640,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20745,87657,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20746,87660,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20747,87662,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20748,87664,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20749,87670,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20750,87671,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20751,87672,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20752,87689,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20753,87690,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20754,87696,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20755,87716,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20756,87720,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20757,87722,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20758,87724,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20759,87733,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
